customer,product
3460,pastry
3460,margarine
3460,sweet spreads
3461,soda
3461,fruit/vegetable juice
3461,syrup
3461,red/blush wine
3462,salty snack
3462,popcorn
3462,shopping bags
3463,dessert
3463,rolls/buns
3463,bottled water
3463,specialty bar
3464,beef
3464,whipped/sour cream
3464,napkins
3465,other vegetables
3465,beverages
3465,domestic eggs
3465,brown bread
3466,pastry
3466,soda
3466,newspapers
3467,tropical fruit
3467,other vegetables
3467,whole milk
3467,mustard
3468,bottled water
3469,chicken
3469,beef
3469,citrus fruit
3469,tropical fruit
3470,pip fruit
3470,root vegetables
3470,other vegetables
3470,whole milk
3471,rolls/buns
3472,brown bread
3472,fruit/vegetable juice
3472,newspapers
3472,shopping bags
3473,sausage
3473,hamburger meat
3473,whole milk
3473,pastry
3474,shopping bags
3475,hamburger meat
3475,whole milk
3475,curd
3475,rolls/buns
3476,Instant food products
3476,hygiene articles
3476,napkins
3477,pork
3477,root vegetables
3477,onions
3477,other vegetables
3478,yogurt
3478,domestic eggs
3479,sausage
3479,citrus fruit
3479,tropical fruit
3479,pip fruit
3480,flour
3480,baking powder
3481,soda
3482,sweet spreads
3482,soda
3482,waffles
3483,pastry
3483,instant coffee
3484,other vegetables
3484,whole milk
3484,pastry
3484,flour
3485,margarine
3485,canned fish
3485,long life bakery product
3485,chocolate
3486,root vegetables
3486,whole milk
3486,yogurt
3486,jam
3487,bottled water
3487,soda
3487,bottled beer
3487,specialty chocolate
3488,hygiene articles
3489,whipped/sour cream
3489,pastry
3489,canned fish
3489,soda
3490,waffles
3490,dish cleaner
3490,napkins
3491,whole milk
3491,hard cheese
3491,coffee
3492,whole milk
3492,whipped/sour cream
3492,specialty cheese
3492,domestic eggs
3493,dog food
3493,soda
3493,chewing gum
3494,citrus fruit
3494,whole milk
3494,butter
3494,pastry
3495,semi-finished bread
3495,coffee
3495,candy
3495,newspapers
3496,shopping bags
3497,other vegetables
3497,whipped/sour cream
3498,pork
3498,root vegetables
3498,sliced cheese
3498,frozen vegetables
3499,frozen potato products
3499,mustard
3499,bottled water
3499,fruit/vegetable juice
3500,napkins
3500,shopping bags
3501,pip fruit
3501,onions
3501,whole milk
3502,bottled beer
3503,other vegetables
3504,whole milk
3504,curd
3504,yogurt
3504,whipped/sour cream
3505,canned vegetables
3505,soda
3505,shopping bags
3506,pastry
3506,soda
3507,sausage
3507,brown bread
3507,meat spreads
3507,canned fish
3508,sausage
3508,liver loaf
3508,specialty cheese
3508,soda
3509,salty snack
3510,dessert
3511,pork
3511,hamburger meat
3511,herbs
3511,yogurt
3512,hard cheese
3512,brown bread
3512,sweet spreads
3512,soda
3513,frankfurter
3513,sausage
3513,tropical fruit
3513,whole milk
3514,frozen fish
3514,white wine
3514,chewing gum
3514,newspapers
3515,butter
3516,other vegetables
3516,white bread
3516,margarine
3516,canned beer
3517,rum
3518,liver loaf
3518,rolls/buns
3518,soda
3519,frankfurter
3519,sausage
3519,hard cheese
3519,soda
3520,nut snack
3520,shopping bags
3521,whole milk
3521,curd
3521,butter milk
3521,beverages
3522,tidbits
3522,long life bakery product
3522,waffles
3522,dental care
3523,frankfurter
3523,chicken
3523,brown bread
3523,oil
3524,root vegetables
3524,bottled water
3524,bottled beer
3525,soda
3526,butter
3526,yogurt
3526,whipped/sour cream
3527,cat food
3527,bottled water
3527,white wine
3527,shopping bags
3528,chewing gum
3529,berries
3529,root vegetables
3529,whole milk
3529,whipped/sour cream
3530,shopping bags
3531,other vegetables
3532,yogurt
3532,rolls/buns
3533,tropical fruit
3533,other vegetables
3533,whole milk
3533,fruit/vegetable juice
3534,long life bakery product
3534,shopping bags
3535,whole milk
3536,curd
3536,canned beer
3536,waffles
3536,candy
3537,whole milk
3537,butter
3537,hard cheese
3537,white wine
3538,bottled water
3539,soda
3539,chocolate
3539,specialty chocolate
3540,sausage
3540,ham
3540,citrus fruit
3540,other vegetables
3541,butter
3541,hard cheese
3541,curd cheese
3541,domestic eggs
3542,rolls/buns
3542,brown bread
3542,margarine
3542,soda
3543,candy
3544,oil
3544,fruit/vegetable juice
3545,hamburger meat
3545,whole milk
3545,whipped/sour cream
3546,onions
3546,yogurt
3546,frozen vegetables
3547,pork
3547,cat food
3548,pip fruit
3548,yogurt
3548,sliced cheese
3548,frozen vegetables
3549,domestic eggs
3549,pickled vegetables
3549,specialty vegetables
3549,female sanitary products
3550,napkins
3551,pork
3551,beef
3551,root vegetables
3551,curd
3552,sliced cheese
3552,soda
3552,canned beer
3553,citrus fruit
3553,pip fruit
3554,yogurt
3554,pastry
3555,frankfurter
3555,other vegetables
3555,yogurt
3555,beverages
3556,hard cheese
3556,rolls/buns
3556,canned fish
3556,soda
3557,canned beer
3557,brandy
3557,shopping bags
3558,frankfurter
3558,ham
3558,pip fruit
3558,domestic eggs
3559,brown bread
3560,root vegetables
3560,herbs
3560,other vegetables
3560,yogurt
3561,brandy
3561,salty snack
3561,waffles
3561,skin care
3562,shopping bags
3563,dish cleaner
3563,napkins
3564,yogurt
3564,organic products
3564,shopping bags
3565,sausage
3565,pip fruit
3565,other vegetables
3565,yogurt
3566,mustard
3566,fruit/vegetable juice
3566,shopping bags
3567,sauces
3567,specialty chocolate
3568,brown bread
3568,pastry
3568,pasta
3569,citrus fruit
3569,tropical fruit
3569,whole milk
3569,butter milk
3570,beverages
3570,soda
3570,shopping bags
3571,cream cheese 
3571,ice cream
3571,white bread
3571,specialty chocolate
3572,beverages
3572,soft cheese
3572,rolls/buns
3572,sugar
3573,misc. beverages
3573,candy
3574,curd
3574,whipped/sour cream
3574,pudding powder
3574,candy
3575,flower (seeds)
3575,shopping bags
3576,ice cream
3576,chocolate marshmallow
3577,hard cheese
3577,soda
3578,detergent
3578,decalcifier
3578,hygiene articles
3579,bottled water
3579,soda
3579,bottled beer
3579,dental care
3580,soda
3580,specialty bar
3581,pip fruit
3581,other vegetables
3581,whipped/sour cream
3581,oil
3582,whole milk
3582,butter milk
3582,yogurt
3583,waffles
3584,sausage
3584,other vegetables
3584,dessert
3584,canned vegetables
3585,chicken
3585,pip fruit
3585,UHT-milk
3585,bottled water
3586,bottled beer
3586,shopping bags
3587,beverages
3587,rolls/buns
3588,ice cream
3588,frozen dessert
3588,salty snack
3589,butter
3589,sliced cheese
3589,misc. beverages
3589,fruit/vegetable juice
3590,beverages
3590,waffles
3591,frankfurter
3591,tropical fruit
3591,dessert
3591,rolls/buns
3592,brown bread
3592,seasonal products
3592,flower (seeds)
3593,detergent
3594,sausage
3594,citrus fruit
3594,pip fruit
3594,whole milk
3595,curd
3595,domestic eggs
3595,margarine
3595,newspapers
3596,chicken
3596,other vegetables
3596,whole milk
3596,cream cheese 
3597,hygiene articles
3598,yogurt
3598,bottled beer
3598,liquor (appetizer)
3598,chewing gum
3599,whole milk
3599,yogurt
3599,oil
3599,bottled water
3600,bottled beer
3600,salty snack
3600,specialty chocolate
3601,yogurt
3601,bottled water
3602,whipped/sour cream
3603,whole milk
3603,yogurt
3603,hard cheese
3603,rolls/buns
3604,bottled water
3605,citrus fruit
3605,whole milk
3605,butter milk
3605,yogurt
3606,baking powder
3607,whole milk
3608,citrus fruit
3608,flour
3608,pasta
3608,margarine
3609,sugar
3609,baking powder
3609,soda
3610,pork
3610,other vegetables
3610,whole milk
3610,canned fish
3611,coffee
3611,specialty bar
3611,candy
3612,beverages
3613,UHT-milk
3613,hygiene articles
3613,cling film/bags
3613,newspapers
3614,beef
3614,whole milk
3614,frozen vegetables
3614,sweet spreads
3615,candy
3615,dish cleaner
3615,dental care
3615,photo/film
3616,other vegetables
3617,whole milk
3617,yogurt
3617,rolls/buns
3617,bottled water
3618,frankfurter
3618,citrus fruit
3618,tropical fruit
3618,other vegetables
3619,whole milk
3619,candles
3620,yogurt
3620,rolls/buns
3620,pastry
3620,soda
3621,canned beer
3622,canned beer
3623,other vegetables
3623,yogurt
3623,whipped/sour cream
3623,newspapers
3624,frankfurter
3624,sausage
3624,other vegetables
3624,brown bread
3625,flour
3625,bottled water
3625,candy
3626,canned beer
3627,pork
3627,herbs
3627,other vegetables
3627,processed cheese
3628,cake bar
3629,frankfurter
3629,whole milk
3629,yogurt
3629,processed cheese
3630,ice cream
3630,frozen dessert
3630,rolls/buns
3630,white bread
3631,brown bread
3631,sugar
3631,coffee
3631,bottled water
3632,soda
3632,bottled beer
3632,candy
3633,chocolate
3633,specialty bar
3634,citrus fruit
3634,tropical fruit
3634,fruit/vegetable juice
3635,specialty fat
3635,sugar
3635,cat food
3636,spread cheese
3636,rolls/buns
3636,brown bread
3636,soda
3637,whole milk
3637,beverages
3637,bottled water
3637,cake bar
3638,newspapers
3639,whole milk
3639,pastry
3640,whole milk
3640,pastry
3641,hygiene articles
3642,beef
3642,citrus fruit
3642,root vegetables
3642,whole milk
3643,rolls/buns
3643,pastry
3643,coffee
3643,seasonal products
3644,meat
3644,beef
3644,root vegetables
3644,butter
3645,flour
3645,fruit/vegetable juice
3645,whisky
3645,white wine
3646,napkins
3647,beef
3647,other vegetables
3647,whole milk
3647,rolls/buns
3648,pip fruit
3648,whole milk
3648,yogurt
3649,other vegetables
3649,rolls/buns
3650,hamburger meat
3650,yogurt
3650,rolls/buns
3650,artif. sweetener
3651,sauces
3651,dish cleaner
3651,dishes
3652,rolls/buns
3652,specialty chocolate
3653,instant coffee
3654,canned beer
3655,pork
3655,rolls/buns
3655,soda
3656,pork
3656,beverages
3656,flour
3656,margarine
3657,bottled beer
3658,tropical fruit
3658,berries
3658,root vegetables
3658,whole milk
3659,yogurt
3659,cream cheese 
3659,rolls/buns
3659,bottled water
3660,soda
3661,whole milk
3661,cat food
3661,bottled water
3661,napkins
3662,frankfurter
3662,meat
3662,berries
3662,root vegetables
3663,butter
3663,whipped/sour cream
3663,frozen vegetables
3663,domestic eggs
3664,rolls/buns
3664,oil
3664,specialty fat
3664,spices
3665,baking powder
3665,bottled beer
3665,waffles
3665,napkins
3666,beverages
3666,processed cheese
3667,pip fruit
3667,rolls/buns
3667,sugar
3667,sauces
3668,newspapers
3669,pip fruit
3669,root vegetables
3669,other vegetables
3669,whole milk
3670,yogurt
3671,frankfurter
3671,sausage
3671,meat
3671,pip fruit
3672,yogurt
3672,rolls/buns
3672,bottled water
3672,soda
3673,newspapers
3674,sausage
3674,pip fruit
3674,bottled water
3675,long life bakery product
3676,bottled water
3677,beef
3677,root vegetables
3677,other vegetables
3677,whipped/sour cream
3678,domestic eggs
3678,dish cleaner
3678,hygiene articles
3679,oil
3679,margarine
3679,bottled water
3679,red/blush wine
3680,waffles
3681,meat
3681,tropical fruit
3681,pip fruit
3681,other vegetables
3682,butter
3682,pastry
3683,processed cheese
3683,rolls/buns
3683,soda
3684,sausage
3684,pork
3684,spread cheese
3684,frozen vegetables
3685,pastry
3686,citrus fruit
3686,curd
3687,frozen vegetables
3688,sausage
3688,rolls/buns
3688,shopping bags
3689,pastry
3689,candles
3690,pork
3690,hamburger meat
3691,berries
3691,other vegetables
3691,whole milk
3691,whipped/sour cream
3692,whole milk
3692,yogurt
3692,whipped/sour cream
3692,sugar
3693,ham
3693,rolls/buns
3694,packaged fruit/vegetables
3694,processed cheese
3694,frozen vegetables
3694,bottled water
3695,fruit/vegetable juice
3695,snack products
3695,candy
3696,packaged fruit/vegetables
3697,rolls/buns
3697,canned beer
3698,whole milk
3698,butter milk
3698,domestic eggs
3699,whole milk
3700,sausage
3700,pork
3700,berries
3700,other vegetables
3701,whole milk
3701,rolls/buns
3701,brown bread
3701,roll products 
3702,margarine
3702,sweet spreads
3702,softener
3703,white bread
3703,flour
3703,oil
3703,sugar
3704,coffee
3704,bottled water
3704,salty snack
3705,rolls/buns
3705,bottled water
3706,bottled water
3707,other vegetables
3707,soda
3707,bottled beer
3707,shopping bags
3708,frankfurter
3708,rolls/buns
3708,napkins
3709,frankfurter
3709,rolls/buns
3709,salt
3709,canned beer
3710,newspapers
3711,frankfurter
3711,butter
3711,rolls/buns
3711,semi-finished bread
3712,misc. beverages
3712,shopping bags
3713,rolls/buns
3713,pastry
3713,soda
3714,sausage
3714,coffee
3714,bottled water
3715,brown bread
3715,bottled water
3715,bottled beer
3716,UHT-milk
3716,margarine
3716,bottled water
3716,soda
3717,pip fruit
3717,yogurt
3718,whole milk
3718,coffee
3719,processed cheese
3720,hamburger meat
3720,root vegetables
3720,other vegetables
3720,whole milk
3721,rolls/buns
3721,zwieback
3721,margarine
3721,flower (seeds)
3722,beef
3722,root vegetables
3722,herbs
3722,curd
3723,rolls/buns
3723,bottled beer
3724,whole milk
3724,brown bread
3724,bottled beer
3725,hamburger meat
3725,citrus fruit
3725,other vegetables
3725,whole milk
3726,curd
3726,yogurt
3726,misc. beverages
3727,pasta
3727,fruit/vegetable juice
3728,tropical fruit
3728,butter
3728,brown bread
3729,whole milk
3729,bottled water
3730,sausage
3731,rolls/buns
3731,soda
3731,specialty bar
3732,sliced cheese
3732,rolls/buns
3732,canned beer
3733,rolls/buns
3733,fruit/vegetable juice
3733,long life bakery product
3733,newspapers
3734,sausage
3735,pastry
3735,fruit/vegetable juice
3736,rolls/buns
3736,soda
3737,pork
3737,beef
3737,whole milk
3737,condensed milk
3738,domestic eggs
3738,fruit/vegetable juice
3738,sparkling wine
3738,salty snack
3739,waffles
3740,other vegetables
3740,UHT-milk
3740,rolls/buns
3740,pastry
3741,bottled water
3741,soda
3742,domestic eggs
3742,soda
3743,ham
3743,beef
3743,citrus fruit
3743,tropical fruit
3744,cream cheese 
3744,bottled water
3744,newspapers
3745,soda
3745,canned beer
3746,specialty chocolate
3747,pork
3748,other vegetables
3749,onions
3749,whole milk
3749,butter
3749,frozen fish
3750,tropical fruit
3750,rolls/buns
3750,bottled water
3751,pip fruit
3751,whole milk
3751,curd
3751,whipped/sour cream
3752,salt
3753,sausage
3753,hamburger meat
3753,tropical fruit
3753,cream cheese 
3754,fruit/vegetable juice
3755,rolls/buns
3756,hamburger meat
3756,root vegetables
3756,other vegetables
3756,roll products 
3757,citrus fruit
3757,tropical fruit
3757,pip fruit
3757,pastry
3758,coffee
3758,chocolate
3759,whole milk
3759,yogurt
3759,frozen potato products
3759,brown bread
3760,napkins
3761,root vegetables
3761,other vegetables
3762,chewing gum
3763,beef
3763,root vegetables
3764,rolls/buns
3765,citrus fruit
3765,shopping bags
3766,snack products
3766,chocolate
3767,sausage
3767,ham
3767,chicken
3767,turkey
3768,cake bar
3769,mustard
3770,sausage
3770,pork
3770,soda
3771,frozen meals
3771,frozen fish
3771,chocolate
3772,sausage
3772,citrus fruit
3772,other vegetables
3772,yogurt
3773,hard cheese
3773,pastry
3773,canned vegetables
3773,soda
3774,spread cheese
3774,rolls/buns
3775,sausage
3775,rolls/buns
3775,soda
3776,herbs
3776,whole milk
3777,tropical fruit
3777,other vegetables
3778,frankfurter
3778,meat
3778,hamburger meat
3778,citrus fruit
3779,whole milk
3779,cream cheese 
3779,domestic eggs
3779,pastry
3780,dishes
3781,domestic eggs
3781,margarine
3781,bottled water
3782,sausage
3782,other vegetables
3783,citrus fruit
3783,tropical fruit
3783,other vegetables
3783,whole milk
3784,yogurt
3784,specialty cheese
3785,pip fruit
3785,root vegetables
3785,butter milk
3785,frozen vegetables
3786,rolls/buns
3786,misc. beverages
3786,fruit/vegetable juice
3786,newspapers
3787,pot plants
3788,onions
3788,yogurt
3788,flour
3788,sugar
3789,bottled water
3789,fruit/vegetable juice
3789,red/blush wine
3789,hair spray
3790,frankfurter
3790,domestic eggs
3790,rolls/buns
3791,shopping bags
3792,bottled beer
3793,frankfurter
3793,root vegetables
3793,onions
3793,condensed milk
3794,mayonnaise
3794,frozen vegetables
3794,Instant food products
3795,whole milk
3795,spread cheese
3796,soda
3796,hygiene articles
3796,napkins
3797,beef
3797,herbs
3797,other vegetables
3797,whole milk
3798,dessert
3798,yogurt
3798,whipped/sour cream
3798,mayonnaise
3799,domestic eggs
3799,brown bread
3799,sweet spreads
3799,cat food
3800,soda
3800,fruit/vegetable juice
3801,bottled water
3801,chocolate
3802,sausage
3803,ice cream
3804,tropical fruit
3804,cat food
3804,bottled water
3804,soda
3805,bottled beer
3805,white wine
3805,hygiene articles
3806,whole milk
3806,frozen vegetables
3807,yogurt
3807,pastry
3807,canned beer
3807,red/blush wine
3808,herbs
3808,misc. beverages
3808,shopping bags
3809,whole milk
3809,tea
3809,bottled beer
3809,napkins
3810,cling film/bags
3811,meat
3811,curd
3811,white bread
3812,frankfurter
3812,pip fruit
3812,other vegetables
3812,whole milk
3813,butter
3813,yogurt
3813,fruit/vegetable juice
3813,shopping bags
3814,citrus fruit
3814,whole milk
3814,yogurt
3814,softener
3815,hygiene articles
3816,canned beer
3816,candy
3817,chicken
3817,soda
3817,canned beer
3817,liquor (appetizer)
3818,newspapers
3819,yogurt
3819,waffles
3820,beef
3820,yogurt
3820,spread cheese
3820,margarine
3821,salty snack
3822,whipped/sour cream
3822,candy
3823,pip fruit
3823,root vegetables
3823,whole milk
3823,whipped/sour cream
3824,processed cheese
3824,white bread
3824,flour
3824,fruit/vegetable juice
3825,napkins
3826,frankfurter
3826,whole milk
3826,rolls/buns
3826,pastry
3827,soda
3827,specialty chocolate
3828,soda
3829,pip fruit
3829,yogurt
3829,bottled water
3829,canned beer
3830,chewing gum
3830,napkins
3831,citrus fruit
3831,tropical fruit
3831,whipped/sour cream
3831,rolls/buns
3832,candy
3832,newspapers
3833,whole milk
3834,root vegetables
3834,onions
3834,other vegetables
3834,whole milk
3835,whipped/sour cream
3835,specialty cheese
3835,frozen meals
3835,rolls/buns
3836,white bread
3836,pastry
3836,canned vegetables
3836,sweet spreads
3837,sausage
3837,whipped/sour cream
3837,white bread
3837,baking powder
3838,liver loaf
3838,ham
3838,pip fruit
3838,root vegetables
3839,other vegetables
3839,whole milk
3839,curd
3839,dessert
3840,butter milk
3840,yogurt
3840,mayonnaise
3840,white bread
3841,pastry
3841,rice
3841,sugar
3841,pet care
3842,coffee
3842,soda
3842,fruit/vegetable juice
3842,salty snack
3843,long life bakery product
3843,napkins
3844,soda
3845,root vegetables
3845,liquor
3845,shopping bags
3846,other vegetables
3846,cream cheese 
3846,white bread
3846,jam
3847,coffee
3847,bottled water
3847,soda
3847,fruit/vegetable juice
3848,canned beer
3848,red/blush wine
3848,cling film/bags
3849,tropical fruit
3849,whole milk
3849,spread cheese
3849,cat food
3850,coffee
3850,bottled water
3850,soda
3850,misc. beverages
3851,fruit/vegetable juice
3851,shopping bags
3852,butter
3852,oil
3852,cling film/bags
3853,sausage
3853,pip fruit
3853,hard cheese
3853,rolls/buns
3854,soda
3855,butter
3856,whole milk
3856,brown bread
3856,chocolate
3856,house keeping products
3857,newspapers
3858,other vegetables
3858,whole milk
3858,whipped/sour cream
3858,specialty cheese
3859,white bread
3859,cat food
3859,bottled water
3860,whole milk
3860,yogurt
3860,pastry
3860,soda
3861,misc. beverages
3861,shopping bags
3862,white bread
3863,pork
3864,whipped/sour cream
3864,sliced cheese
3864,frozen dessert
3864,hygiene articles
3865,napkins
3866,yogurt
3866,frozen fish
3866,ice cream
3867,butter milk
3867,tea
3867,fruit/vegetable juice
3867,bottled beer
3868,red/blush wine
3868,shopping bags
3869,yogurt
3869,whipped/sour cream
3869,hard cheese
3869,ketchup
3870,other vegetables
3870,whole milk
3870,coffee
3871,pastry
3872,yogurt
3872,rolls/buns
3872,misc. beverages
3873,citrus fruit
3873,whole milk
3873,butter
3873,yogurt
3874,zwieback
3874,jam
3874,dishes
3875,condensed milk
3875,coffee
3876,root vegetables
3876,pastry
3877,other vegetables
3877,oil
3878,citrus fruit
3878,rolls/buns
3878,snack products
3879,frankfurter
3879,photo/film
3880,sausage
3881,other vegetables
3882,herbs
3883,ham
3883,pip fruit
3883,other vegetables
3883,cream cheese 
3884,pastry
3884,bottled beer
3885,root vegetables
3885,yogurt
3885,beverages
3885,flour
3886,soda
3887,sausage
3887,beef
3887,hamburger meat
3887,yogurt
3888,soft cheese
3888,cream cheese 
3888,domestic eggs
3888,rolls/buns
3889,pastry
3889,instant coffee
3890,frankfurter
3890,pip fruit
3890,frozen vegetables
3890,fruit/vegetable juice
3891,nut snack
3892,bottled water
3893,meat
3893,citrus fruit
3893,whole milk
3893,spread cheese
3894,ham
3894,root vegetables
3894,butter
3894,bottled water
3895,white wine
3896,sugar
3896,canned beer
3897,chicken
3897,citrus fruit
3897,tropical fruit
3897,root vegetables
3898,other vegetables
3898,whole milk
3899,UHT-milk
3899,domestic eggs
3899,sugar
3899,fruit/vegetable juice
3900,newspapers
3901,beef
3901,yogurt
3901,rolls/buns
3901,cat food
3902,napkins
3902,dishes
3902,newspapers
3903,ham
3903,domestic eggs
3903,brown bread
3903,bottled water
3904,chocolate marshmallow
3904,seasonal products
3904,napkins
3904,newspapers
3905,rolls/buns
3905,zwieback
3905,chocolate marshmallow
3905,dishes
3906,citrus fruit
3906,yogurt
3906,pastry
3906,salt
3907,margarine
3907,specialty fat
3907,cat food
3907,specialty bar
3908,dish cleaner
3909,citrus fruit
3909,tropical fruit
3909,whole milk
3909,yogurt
3910,rolls/buns
3910,pastry
3910,semi-finished bread
3910,bottled beer
3911,napkins
3912,cat food
3912,coffee
3913,hard cheese
3913,honey
3913,candy
3914,frankfurter
3914,other vegetables
3914,whole milk
3914,yogurt
3915,cream cheese 
3915,rolls/buns
3915,pastry
3915,coffee
3916,bottled beer
3917,yogurt
3917,spread cheese
3917,rolls/buns
3917,soda
3918,canned beer
3918,shopping bags
3919,frankfurter
3919,sausage
3919,chicken
3919,other vegetables
3920,frozen meals
3920,salt
3920,sugar
3920,soups
3921,coffee
3921,chewing gum
3921,male cosmetics
3921,hygiene articles
3922,napkins
3922,light bulbs
3923,rolls/buns
3923,soda
3923,newspapers
3924,whole milk
3924,beverages
3924,bottled water
3924,soda
3925,cake bar
3925,newspapers
3926,meat
3926,beef
3926,onions
3926,white wine
3927,dishes
3928,curd
3928,napkins
3929,beverages
3929,white bread
3929,pastry
3929,newspapers
3930,shopping bags
3931,frankfurter
3931,whole milk
3931,UHT-milk
3931,hard cheese
3932,mayonnaise
3932,rolls/buns
3932,brown bread
3932,margarine
3933,newspapers
3934,sausage
3934,pork
3934,beef
3934,root vegetables
3935,butter
3935,yogurt
3935,spread cheese
3935,rolls/buns
3936,brown bread
3936,pastry
3936,oil
3936,canned fish
3937,sausage
3937,pip fruit
3937,whole milk
3937,rolls/buns
3938,soda
3938,chewing gum
3938,shopping bags
3939,meat
3939,other vegetables
3940,sausage
3940,tropical fruit
3940,pip fruit
3940,rolls/buns
3941,pastry
3941,margarine
3942,whole milk
3942,rolls/buns
3942,pastry
3943,canned beer
3944,frankfurter
3944,citrus fruit
3944,tropical fruit
3944,pip fruit
3945,other vegetables
3945,whole milk
3945,curd
3945,yogurt
3946,whipped/sour cream
3946,domestic eggs
3946,sugar
3946,bottled water
3947,salty snack
3947,candy
3947,hygiene articles
3948,long life bakery product
3949,pork
3949,butter
3949,hard cheese
3949,cream cheese 
3950,pip fruit
3950,other vegetables
3950,whole milk
3950,butter
3951,curd
3951,rolls/buns
3951,margarine
3951,baking powder
3952,bottled water
3952,bottled beer
3952,canned beer
3952,cooking chocolate
3953,napkins
3954,bottled beer
3955,pork
3955,tropical fruit
3955,root vegetables
3955,onions
3956,other vegetables
3956,shopping bags
3957,bottled water
3957,white wine
3957,newspapers
3958,whole milk
3958,domestic eggs
3958,brown bread
3958,photo/film
3959,curd
3959,dessert
3959,soda
3959,fruit/vegetable juice
3960,candy
3960,hygiene articles
3960,shopping bags
3961,tropical fruit
3961,pip fruit
3961,UHT-milk
3961,rolls/buns
3962,pastry
3962,salt
3963,pip fruit
3963,other vegetables
3963,whole milk
3963,yogurt
3964,brown bread
3964,pastry
3965,chicken
3965,beef
3965,tropical fruit
3965,root vegetables
3966,onions
3966,other vegetables
3966,pickled vegetables
3966,canned fish
3967,bottled water
3967,misc. beverages
3967,fruit/vegetable juice
3967,napkins
3968,whole milk
3968,newspapers
3969,citrus fruit
3969,other vegetables
3969,yogurt
3969,spread cheese
3970,rolls/buns
3970,soda
3970,chocolate
3970,newspapers
3971,canned beer
3972,pip fruit
3972,nuts/prunes
3972,root vegetables
3972,condensed milk
3973,rolls/buns
3973,pickled vegetables
3973,coffee
3973,canned beer
3974,liquor (appetizer)
3975,photo/film
3976,root vegetables
3976,other vegetables
3976,frozen vegetables
3977,frankfurter
3977,tropical fruit
3977,root vegetables
3977,whole milk
3978,butter
3978,curd
3978,yogurt
3979,yogurt
3979,white wine
3979,red/blush wine
3980,UHT-milk
3980,ice cream
3980,domestic eggs
3980,oil
3981,soda
3981,cling film/bags
3982,organic sausage
3982,chicken
3982,citrus fruit
3982,grapes
3983,other vegetables
3983,butter
3983,yogurt
3983,whipped/sour cream
3984,rolls/buns
3984,seasonal products
3984,hygiene articles
3985,whole milk
3985,whipped/sour cream
3986,meat
3986,root vegetables
3986,whole milk
3986,newspapers
3987,pork
3988,coffee
3989,soft cheese
3989,hard cheese
3989,bottled water
3989,soda
3990,liquor (appetizer)
3990,waffles
3990,chocolate
3990,candles
3991,sausage
3991,other vegetables
3991,yogurt
3991,mayonnaise
3992,rolls/buns
3992,bottled water
3992,soda
3992,canned beer
3993,shopping bags
3994,sausage
3994,citrus fruit
3994,pip fruit
3994,whole milk
3995,cream cheese 
3995,tidbits
3995,domestic eggs
3995,pastry
3996,sugar
3996,fruit/vegetable juice
3996,chocolate
3996,chocolate marshmallow
3997,finished products
3997,misc. beverages
3998,whole milk
3998,frozen meals
3998,rolls/buns
3998,margarine
3999,curd
3999,yogurt
4000,coffee
4000,fruit/vegetable juice
4001,tropical fruit
4001,herbs
4001,whole milk
4001,yogurt
4002,whipped/sour cream
4002,soda
4003,soda
4004,whole milk
4004,curd
4004,brown bread
4005,bottled beer
4006,oil
4007,hamburger meat
4007,tropical fruit
4008,yogurt
4008,rolls/buns
4008,meat spreads
4008,soda
4009,pork
4009,citrus fruit
4010,frankfurter
4010,pip fruit
4010,root vegetables
4010,other vegetables
4011,whole milk
4011,soft cheese
4011,cream cheese 
4011,frozen vegetables
4012,salt
4012,specialty fat
4012,sugar
4012,jam
4013,canned fish
4013,coffee
4013,fruit/vegetable juice
4013,long life bakery product
4014,waffles
4014,chocolate
4014,shopping bags
4015,sausage
4015,soda
4015,liquor (appetizer)
4015,shopping bags
4016,canned beer
4017,frankfurter
4017,root vegetables
4017,whole milk
4017,frozen vegetables
4018,coffee
4018,soda
4018,long life bakery product
4018,napkins
4019,house keeping products
4019,newspapers
4019,shopping bags
4020,beef
4020,citrus fruit
4020,whole milk
4021,yogurt
4021,UHT-milk
4021,rolls/buns
4021,candles
4022,long life bakery product
4023,other vegetables
4023,butter
4023,yogurt
4023,rolls/buns
4024,pastry
4024,margarine
4025,pastry
4026,sausage
4026,citrus fruit
4026,whole milk
4026,yogurt
4027,beverages
4027,pasta
4027,waffles
4027,specialty chocolate
4028,canned beer
4029,sausage
4029,citrus fruit
4029,other vegetables
4029,hard cheese
4030,cream cheese 
4030,frozen dessert
4030,artif. sweetener
4030,coffee
4031,cling film/bags
4031,newspapers
4032,canned beer
4033,finished products
4033,soda
4033,specialty chocolate
4034,other vegetables
4034,whole milk
4034,yogurt
4034,specialty cheese
4035,bottled water
4035,misc. beverages
4035,fruit/vegetable juice
4036,pork
4036,other vegetables
4036,rolls/buns
4037,beef
4037,root vegetables
4037,other vegetables
4037,whole milk
4038,domestic eggs
4038,hygiene articles
4039,specialty bar
4040,canned beer
4041,bottled beer
4042,ham
4042,citrus fruit
4042,root vegetables
4042,whipped/sour cream
4043,canned beer
4043,napkins
4044,tropical fruit
4044,whole milk
4045,chicken
4045,sugar
4045,photo/film
4046,pork
4046,hamburger meat
4046,pip fruit
4046,herbs
4047,other vegetables
4047,whole milk
4047,butter
